date,price,grade,has_basement,living_in_m2,renovated,nice_view,perfect_condition,has_lavatory,single_floor,quartile_zone
2015-05-12,-0.6172718976109789,2,False,-0.37119940682092656,False,False,False,True,False,2
2014-06-24,-0.8672334953317802,2,True,0.06400510539882638,False,False,False,True,True,2
2015-02-06,0.39463994731605717,2,False,-0.5072008168895994,False,True,False,False,False,3
2014-10-15,1.223791408678769,4,False,1.3152180780306162,False,False,False,True,False,4
2015-02-19,-0.26636427004139246,3,True,1.3288182190374829,False,False,False,True,True,1
2015-02-25,0.23812553151241703,2,True,1.0160149758795358,True,False,False,True,False,2
2015-04-14,0.5025079906401876,3,True,1.2608175140031466,False,False,True,True,True,1
2014-09-15,1.5410503596320937,3,False,0.03680482338509148,False,False,False,False,False,4
2015-04-14,-0.19425996300654597,2,False,-0.9288051881024851,False,False,False,False,True,2
2014-06-02,2.2284447533642973,4,False,1.7912230132709703,False,False,False,True,False,4
2014-10-16,-0.8191639573085492,2,False,-1.1328073032054944,False,False,False,True,False,3
2014-10-20,-0.7470596502737026,3,False,0.36728824985196656,False,False,False,True,False,1
2015-01-05,-0.8434390740102808,2,True,-0.19439757373165223,False,False,False,True,True,1
2014-06-11,-1.093160324040966,2,False,-0.6024018039376703,False,False,False,True,True,1
2014-08-07,0.656570860004643,2,True,0.9888146938658012,False,True,False,True,False,3
2014-06-20,0.3441188628536414,2,True,0.3360079255361716,False,False,True,True,False,3
2015-02-26,-0.9201099871573343,3,True,0.2680072205018352,False,False,False,True,True,1
2014-10-21,-1.0042316786979886,2,True,-0.2895985607797231,False,False,False,True,True,2
2015-04-02,0.5892735067721195,2,True,0.6352110276872517,False,True,True,True,False,2
2015-01-08,-0.7013935891516332,2,True,1.8184232952847053,False,False,False,True,True,1
2014-08-19,-0.22790863962280766,2,False,-0.5072008168895994,False,True,False,True,True,1
2014-11-25,1.512208636818155,3,False,0.13200581043316278,False,False,False,True,False,4
2014-07-11,0.6036943681790888,3,False,0.18640637446063174,False,False,False,True,False,3
2015-04-15,0.3585397242606107,3,False,-0.384799547827794,False,False,False,True,True,4
2014-09-03,-0.12696260977402254,2,False,-0.35759926581405954,False,False,False,True,False,4
2015-04-14,1.3920347917600775,3,False,0.4720093356048444,True,True,False,True,False,4
2014-12-09,-0.36971377679133915,4,False,1.1792166679619434,False,False,False,True,False,2
2015-03-24,0.3104701862373797,3,False,0.3632082075499065,False,False,False,True,False,1
2014-12-04,-0.43460765312270105,2,False,0.9208139888314648,False,False,False,True,False,1
2015-02-07,-0.9874073403898577,3,False,-0.19439757373165223,False,False,False,True,False,1
2014-12-02,-0.8912682643433957,2,False,-1.4320104053565745,False,False,False,False,False,3
2015-04-15,-1.372203992265822,3,False,-1.2552085722672999,False,False,False,False,True,2
2014-08-11,-0.9876476880799738,2,True,0.14560595144002983,False,False,False,True,True,1
2015-04-03,1.560278174841386,3,False,0.22720679748123368,False,False,False,True,False,3
2014-05-15,-1.0210560170061194,2,False,-0.4936006758827324,False,False,False,True,False,1
2015-04-27,0.324891047644349,2,False,-0.33039898380032506,False,True,False,True,False,3
2014-05-16,0.6950264904232278,2,True,-0.3167988427934576,False,False,False,True,False,4
2014-06-25,-1.1075811854479352,2,False,-0.7384032140063431,False,False,False,False,True,1
2015-04-30,-0.9828407342776507,1,False,-1.595212097438982,False,False,False,False,True,1
2014-06-18,0.5027483383303037,3,False,1.7640227312572363,False,False,False,True,False,2
2014-12-19,-0.8600230646282955,2,False,-0.5072008168895994,False,False,False,True,True,1
2014-07-21,-0.23271559342513076,2,True,0.06400510539882638,False,False,False,True,True,3
2014-07-08,-1.1700715848781356,2,False,-0.6704025089720067,False,False,False,True,True,1
2014-11-17,-0.5692023595877479,2,False,-0.7928037780338125,False,False,False,False,True,2
2015-02-19,-0.7230248812620871,2,True,-0.8880047650818834,False,False,False,False,True,2
2014-08-27,-0.08850697935543773,3,True,0.2000065154674992,False,False,True,True,True,2
2014-08-13,-0.9876476880799738,2,False,-0.2895985607797231,False,False,False,True,True,1
2015-04-06,0.4066092622838417,2,True,0.37680834855677353,False,False,False,True,True,3
2014-11-21,0.5267831073419192,3,True,0.7168118737284556,False,False,False,True,True,3
2014-08-30,0.800779474074336,2,True,-1.2416084312604327,False,False,False,False,True,4
2014-10-07,0.31022983854726355,3,True,1.3016179370237488,False,False,False,True,True,4
2014-09-04,0.7142543056325202,2,False,-0.5616013809170688,False,False,True,False,False,3
2014-11-17,-0.9946177710933424,2,True,-0.7248030729994761,False,False,False,True,True,1
2015-05-11,0.16626157216768664,2,False,-0.003995599635510035,False,False,False,True,True,3
2015-04-24,0.12299898794677873,2,False,0.9888146938658012,False,False,False,True,False,3
2015-04-07,0.2215415408944023,3,True,-0.6840026499788742,False,False,False,True,False,3
2014-05-06,1.0074784875742293,4,False,1.4648196291061557,False,False,False,True,False,4
2015-01-02,0.2633620389746133,3,False,-0.09919658668358135,False,False,False,True,False,3
2014-06-05,-0.43460765312270105,2,True,-0.33039898380032506,False,False,False,True,True,2
2015-04-15,-0.6076579900063327,3,False,0.3224077845293046,False,False,False,True,False,1
2014-09-10,-0.290399039053008,1,True,-0.9832057521299543,False,False,False,False,True,3
2015-02-27,-1.3046662913431823,2,True,-0.6704025089720067,False,False,False,True,True,1
2015-01-30,0.2912423710280873,2,True,-0.5752015219239358,False,False,False,True,True,4
2014-07-14,0.03166686570263981,3,True,1.2145770345797977,False,False,False,True,False,1
2014-08-11,0.15664766456304044,3,True,1.274417655010014,False,False,False,True,True,2
2014-05-09,-0.7230248812620871,2,False,-0.6568023679651397,False,False,False,True,True,2
2014-12-11,-0.21829473201816146,3,True,0.09120538741256086,False,False,True,True,False,2
2014-12-12,-0.9107364272428042,1,False,-1.6904130844870529,False,False,True,False,True,1
2015-02-02,0.594042004944024,4,False,2.0224254103877146,False,False,False,True,False,2
2015-03-23,0.6373430447953506,3,True,-0.3983996888346615,False,False,False,True,False,3
2015-02-10,2.2332517071666205,3,True,1.5464204751473596,False,True,False,True,True,4
2014-10-22,0.8392351044929208,3,False,-0.031195881649244934,False,False,False,False,False,3
2014-05-16,-0.5067119601575476,2,True,-0.7928037780338125,False,False,False,True,True,2
2014-10-31,-0.08850697935543773,3,True,-0.7792036370269451,False,False,False,True,False,3
2014-07-21,0.7190612594348433,2,False,-0.30319870178659014,False,False,False,False,True,4
2015-04-17,0.4066092622838417,2,True,0.2680072205018352,False,True,False,True,True,1
2015-01-27,0.26240064821414866,3,False,0.49920961761857935,False,False,False,True,False,2
2014-05-27,-0.3673102998901776,3,True,1.2472173729962799,False,False,False,True,False,2
2014-10-22,0.6036943681790888,4,True,-0.2895985607797231,False,False,False,True,False,4
2014-11-11,2.113077862108543,5,False,2.1176263974357856,False,False,False,True,False,4
2014-08-05,0.3104701862373797,3,True,-0.7792036370269451,False,False,False,True,False,3
2014-07-21,-0.12239600366181559,4,False,1.560020616154227,False,False,False,True,False,1
2015-04-14,0.04608772710960911,2,False,-0.9560054701162198,False,False,False,False,True,3
2014-07-08,2.2813212451898512,2,True,2.0768259744151836,True,False,False,True,True,3
2015-01-28,-0.574009313390071,3,False,-0.37119940682092656,False,False,False,True,True,2
2014-10-06,-0.6028510362040096,2,False,-0.8608044830681487,False,False,False,True,True,2
2015-03-17,-0.8431987263201647,3,False,-0.2882385466790363,False,False,False,True,False,1
2014-12-23,0.7190612594348433,4,True,1.4376193470924217,False,True,False,True,False,3
2014-07-16,-1.0402838322154118,2,False,-0.9696056111230871,False,False,False,True,True,1
2014-07-02,-0.5788162671923941,2,False,-0.30319870178659014,False,False,False,True,False,2
2015-04-15,0.656570860004643,3,False,0.3088076435224371,False,False,False,True,False,3
2014-11-21,0.27802324807169876,2,True,-0.5888016629308033,False,False,False,True,True,3
2014-07-17,-1.2998593375408594,2,False,-0.9016049060887507,False,False,False,True,True,1
2014-10-07,-1.381577552180352,1,False,-1.9080153405969291,False,False,False,False,True,1
2014-11-05,0.21433111019091766,3,True,0.8664134248039959,False,False,True,True,True,2
2014-07-08,-1.1075811854479352,2,False,-0.4800005348758649,False,False,False,True,False,1
2014-08-08,0.060508588516578414,2,False,-1.2960089952879017,True,False,False,True,True,3
2014-10-10,0.6373430447953506,2,True,0.390408489563641,False,False,False,True,True,3
2015-01-21,-1.708450410738323,1,False,-1.0920068801848926,False,False,False,False,True,1
2014-09-22,0.43064403129545725,2,True,-0.09919658668358135,False,False,False,True,True,4
2014-09-18,-0.8864613105410726,2,False,-0.12639686869731584,False,False,False,True,True,1
2014-06-23,-1.5123411164649474,2,False,-0.9288051881024851,False,False,False,True,False,2
2015-05-04,-0.7326387888667333,2,True,0.37680834855677353,False,True,False,True,True,1
2014-12-17,0.45467880030707275,3,False,0.5808104636597827,False,False,False,True,False,4
2014-06-04,-1.4681027206221677,3,False,-0.6160019449445377,False,False,False,False,True,1
2014-12-29,0.6661847676092892,3,True,1.6280213211885635,True,False,True,True,False,2
2014-05-06,-1.9103424704358931,1,False,-1.595212097438982,False,False,False,False,True,1
2014-11-26,1.3007026695159385,3,False,0.21360665647436622,False,False,True,True,False,3
2014-07-03,0.19029634117930216,2,True,1.0704155399070048,False,False,True,True,True,3
2014-12-01,-0.8480056801224878,3,False,0.6760114507078536,False,False,False,True,False,1
2014-07-10,-0.9441447561689498,1,False,-1.7448136485145218,False,False,True,False,True,2
2014-10-08,-1.3190871527501518,2,False,-1.3232092773016364,False,False,False,False,True,1
2014-12-18,-0.338468577076239,1,True,-1.0784067391780252,False,False,False,True,True,2
2015-03-25,1.800385517267425,3,False,1.4104190650786868,False,False,False,False,False,4
2014-05-19,-0.06927916414614532,2,False,-1.214408149246698,False,False,False,False,True,2
2014-11-06,2.1683578308352582,4,True,1.2880177960168813,False,True,False,True,True,2
2014-11-24,-0.5547814981807786,2,False,-0.003995599635510035,False,False,False,True,False,2
2015-01-29,0.09415726513284013,3,False,0.3360079255361716,False,False,False,True,False,3
2014-09-26,1.4929808216088627,4,False,1.8592237183053066,False,False,False,True,False,4
2014-12-13,-0.7470596502737026,3,True,-0.4664003938689979,False,False,False,True,False,1
2014-06-20,-0.3625033460878545,2,False,-0.7112029319926086,False,False,False,False,False,2
2015-01-28,0.19029634117930216,3,False,-0.20799771473851927,False,False,False,True,False,4
2014-11-21,1.9688692480388497,3,True,0.9344141298383323,False,True,False,True,True,4
2014-06-03,-0.02120962612291431,3,True,1.4648196291061557,False,False,False,True,False,2
2015-04-13,-0.290399039053008,2,False,-0.6432022269582722,False,False,False,True,False,3
2014-11-14,-0.5643954057854248,2,True,0.3360079255361716,True,False,False,False,True,2
2015-01-12,-0.7470596502737026,2,False,-0.9560054701162198,False,False,True,False,True,2
2014-08-01,0.9594089495509984,3,True,0.11840566942629534,False,False,True,True,True,4
2014-11-05,0.331140087587369,2,False,-0.5344010989033339,False,False,True,True,True,4
2014-08-28,-1.7709408101685233,1,False,-1.7448136485145218,False,False,False,False,True,1
2015-03-24,-0.7951291882969337,2,False,-1.2688087132741672,False,False,False,False,True,1
2014-10-06,-0.37452073059366225,3,True,-0.820004060047547,False,False,False,True,False,3
2015-04-29,-0.8119535266050645,2,False,0.023204682378224446,False,False,False,True,False,1
2014-07-17,-1.804589486784785,2,False,-1.6088122384458492,False,False,False,False,True,1
2014-05-27,-0.8191639573085492,2,True,0.2000065154674992,False,False,False,False,True,2
2015-02-13,0.7190612594348433,2,True,1.0160149758795358,True,False,False,True,True,2
2014-08-18,-1.0114421094014732,2,True,-0.7520033550132106,False,False,True,False,True,1
2014-09-30,0.8632698735045363,3,False,0.9208139888314648,False,False,False,True,False,3
2015-03-16,-0.7470596502737026,2,False,-0.4119998298415285,False,False,False,True,False,2
2015-01-14,-0.6821657739423408,3,False,0.33056786913342473,False,False,False,True,False,1
2014-07-23,2.4817712187467245,4,True,0.4584091945979774,True,True,False,False,False,3
2015-02-23,-1.0114421094014732,1,True,-0.5072008168895994,False,False,False,True,True,2
2014-09-08,-0.8431987263201647,2,True,0.13200581043316278,False,False,False,False,True,2
2014-11-07,-0.9633725713782422,1,True,-0.4664003938689979,False,False,False,True,True,1
2014-05-08,-0.18464605540189977,2,False,-0.8744046240750162,False,False,False,True,True,4
2014-07-24,2.3485705288843515,4,False,2.552830909655538,False,False,False,True,False,4
2014-08-04,1.5194190675216397,5,False,1.7640227312572363,False,False,False,True,False,4
2014-12-04,-0.7470596502737026,2,False,-0.8472043420612815,False,False,False,False,True,4
2015-03-10,-0.5067119601575476,3,False,1.0704155399070048,False,False,False,True,False,1
2014-12-15,-1.1220020468549046,2,False,-0.27599841977285566,False,False,False,True,False,1
2015-04-10,-0.12215565597169945,3,False,-0.4664003938689979,False,False,False,False,False,4
2014-07-01,-0.8431987263201647,2,False,-0.3983996888346615,False,False,False,True,False,2
2015-02-23,-0.4009589765064393,2,False,-0.6160019449445377,False,False,False,True,True,2
2014-07-10,0.6469569523999968,3,True,0.8800135658108629,False,False,True,True,True,4
2014-12-08,-0.7134350084264526,2,False,-0.12639686869731584,False,False,False,True,False,2
2014-09-19,-0.6028510362040096,2,False,0.07760524640569341,False,False,True,True,False,1
2015-01-20,-0.17022519399493044,3,True,0.8936137068177303,False,False,False,True,False,2
2014-07-30,-0.1702732635329537,3,False,0.5264098996323138,False,False,False,True,False,2
2014-06-26,-1.071529031930512,2,False,-0.07199630466984645,False,False,False,False,True,1
2014-12-12,-0.24232950102977696,2,True,-1.2416084312604327,False,False,False,False,True,3
2014-09-24,-0.7230248812620871,2,True,-0.23519799675225375,False,False,False,False,True,2
2015-04-03,-0.9636129190683583,3,False,-0.46912042207037113,False,False,False,True,False,1
2014-08-15,-0.9633725713782422,3,True,0.3088076435224371,False,False,False,True,True,1
2014-06-13,1.608347712864617,4,True,0.03680482338509148,False,True,False,True,True,3
2014-06-23,0.9110990638376513,4,True,1.6824218852160324,False,True,False,False,True,1
2014-12-09,0.9834437185626139,5,False,1.3968189240718194,False,False,False,True,False,4
2014-10-29,-0.5550218458708948,4,False,0.4584091945979774,False,False,False,True,False,2
2014-12-01,2.1995549610123355,4,False,2.2944282305250603,False,False,False,True,False,4
2014-10-14,-0.4225902686168933,3,False,-0.12639686869731584,False,False,False,True,False,2
2015-05-04,-0.8672334953317802,1,False,-1.6360125204595837,False,False,False,False,True,3
2014-10-03,1.8054328187598643,3,True,0.9616144118520668,False,True,False,True,True,3
2015-03-24,-0.9201099871573343,2,True,-0.5752015219239358,False,False,False,True,True,1
2014-06-25,2.314969921806113,5,True,1.6416214621954308,False,True,False,True,False,4
2014-08-26,-0.9874073403898577,2,True,-0.26239827876598865,False,False,False,True,True,1
2014-06-03,1.800625864957541,2,True,-0.7928037780338125,True,False,True,True,True,4
2014-10-21,-0.09812088696008393,2,True,-0.3439991248071921,False,False,False,True,True,4
2015-03-12,0.5027483383303037,2,True,-0.23519799675225375,False,False,False,True,True,3
2014-09-30,0.7382890746441357,4,True,0.28160736150870264,False,False,False,True,False,2
2014-09-19,0.6950264904232278,3,False,-0.37119940682092656,False,False,False,True,True,3
2014-06-09,-0.820606043449246,2,False,-1.649612661466451,False,False,False,False,True,2
2015-03-31,0.5988874143767657,2,True,1.0976158219207395,True,False,False,True,False,3
2014-10-10,-1.0595116474247042,1,False,-0.9560054701162198,False,False,False,False,True,2
2014-12-17,0.4955379076268191,2,False,-0.6296020859514052,False,False,False,False,False,3
2015-04-17,-0.07408611794846842,2,False,-0.11279672769044838,False,False,True,True,True,2
2014-10-28,-0.6028510362040096,3,False,0.5944106046666502,False,False,False,True,False,1
2014-11-07,-0.8672334953317802,1,False,-1.6768129434801857,False,True,False,True,True,2
2014-07-16,1.4881738678065395,4,False,0.4584091945979774,False,False,False,True,False,4
2014-07-01,0.7911655664696898,4,False,-0.5616013809170688,False,False,False,True,False,3
2014-07-08,-1.0595116474247042,2,True,-0.5480012399102013,False,False,False,True,True,2
2014-08-13,-0.9215520732980312,1,False,-1.2824088542810343,False,False,False,True,True,2
2014-05-23,-0.14619042498331494,4,False,-0.439200111855263,False,False,False,False,True,2
2014-05-27,-0.3625033460878545,2,False,-0.6568023679651397,False,False,False,False,True,3
2015-02-25,2.069815277887635,3,True,0.7168118737284556,False,True,False,True,True,4
2014-07-22,1.271860946702,4,True,1.0432152578932703,False,False,False,True,False,4
2014-07-30,1.5362434058297705,3,True,1.7368224492435014,False,True,False,True,True,4
2015-03-06,0.3585397242606107,3,True,0.07760524640569341,False,False,False,True,False,3
2014-11-13,-0.7951291882969337,2,False,0.49920961761857935,False,False,False,False,False,2
2014-06-23,-0.35240393614917365,2,False,-1.2688087132741672,False,False,False,True,False,3
2014-11-14,0.22875197159788696,3,True,1.6688217442091648,False,False,False,True,False,2
2014-11-04,-0.9638532667584745,2,True,-0.15359715071105032,False,False,False,True,True,1
2015-04-29,1.7285215579226947,3,False,1.505620052126758,False,False,True,False,True,3
2014-07-08,-0.338468577076239,2,False,-1.2824088542810343,False,False,True,True,False,2
2014-06-25,-0.9542393591538283,2,False,-0.9288051881024851,False,False,False,False,True,2
2014-11-07,-1.665187826517415,1,False,-1.6224123794527165,False,False,False,False,True,1
2015-03-04,-0.9441447561689498,2,True,0.15920609244689726,False,False,False,True,True,1
2014-05-22,0.03166686570263981,3,True,0.37680834855677353,False,False,False,True,True,4
2014-10-08,-1.2902454299362132,2,True,0.03680482338509148,False,False,False,False,True,1
2015-01-21,-0.6509205742272406,3,True,0.37680834855677353,False,False,False,True,True,1
2015-04-21,-0.3144338080646235,2,True,-0.8472043420612815,False,False,False,False,True,2
2014-10-13,-0.3625033460878545,2,False,-0.7248030729994761,False,False,False,False,False,3
2014-11-04,-0.09091045625659928,3,False,0.6080107456735172,False,False,False,True,False,2
2014-09-22,-1.2277550305060128,3,True,0.24080693848810072,False,False,False,True,True,1
2014-06-03,-0.18464605540189977,2,False,0.22720679748123368,False,False,False,False,False,3
2015-04-30,-0.8835771382596787,2,True,-0.439200111855263,False,False,False,True,True,2
2014-05-15,-1.1316159544595508,1,True,-0.7520033550132106,False,False,False,False,True,2
2014-08-13,-0.3288546694715928,2,False,1.3247381767354227,False,False,False,True,False,1
2014-06-26,-0.939818497746859,2,False,-0.5072008168895994,False,False,False,True,True,1
2014-11-17,0.45948575410939585,2,False,0.7576122967490575,False,False,False,True,False,4
2015-04-03,-1.324134454242591,1,False,-1.5136112513977782,False,False,False,False,True,1
2014-09-16,-1.2037202614943974,2,True,-0.4664003938689979,False,False,False,True,True,1
2015-03-20,1.608347712864617,4,True,0.14560595144002983,False,False,False,True,False,4
2015-04-24,1.464139098794924,3,False,0.1728062334537643,False,True,False,False,False,3
2014-10-21,-1.7180643183429691,1,False,-1.7448136485145218,False,False,False,False,True,2
2014-07-01,0.11819203414445563,3,True,1.6008210391748285,False,False,False,True,False,3
2014-10-30,-1.756519948761554,1,False,-1.6224123794527165,False,False,False,False,True,1
2014-10-03,-1.3959984135873214,2,False,-1.3776098413291056,False,False,False,False,False,1
2015-03-25,-0.24232950102977696,3,False,-0.20799771473851927,False,False,False,True,False,2
2014-10-02,0.23836587920253316,3,False,0.784812578762792,False,False,False,True,False,2
2015-03-04,-0.5547814981807786,2,True,-0.9152050470956179,False,False,False,False,True,3
2015-04-20,-0.99726159568462,1,False,-0.30319870178659014,False,False,False,False,False,1
2014-08-26,-1.0739325088316736,2,True,-0.2895985607797231,False,False,False,True,True,1
2015-03-23,-1.0837867641264358,2,False,-0.6840026499788742,False,False,False,True,True,1
2014-09-16,0.1660212244775705,3,False,0.023204682378224446,False,False,False,True,False,2
2014-08-19,0.47871356931868825,3,True,-0.27599841977285566,False,False,False,True,False,2
2014-06-18,0.6709917214116123,4,False,0.7168118737284556,False,False,False,True,False,4
2015-02-03,-0.04043744133220671,3,False,-0.5752015219239358,False,False,False,True,False,3
2014-10-16,-0.9777934327852115,3,True,0.11840566942629534,False,False,False,True,True,1
2014-11-02,1.6804520198994637,3,True,0.8256130017833939,False,False,True,True,False,3
2014-05-09,-0.7855152806922875,2,True,-0.031195881649244934,False,False,False,True,True,1
2015-01-20,0.3345049552489952,3,True,0.5672103226529157,False,True,False,True,True,1
2014-06-04,-1.0811429395351582,2,False,-0.33039898380032506,False,False,False,False,False,1
2015-01-27,-0.6989901122504716,2,False,0.11840566942629534,False,False,False,True,False,2
2015-01-29,-0.22310168582048456,2,False,-1.2824088542810343,False,False,False,False,True,3
2014-07-15,-0.48748414494825515,2,True,0.3632082075499065,False,False,True,True,True,2
2014-12-15,-0.6172718976109789,3,True,-0.5344010989033339,False,False,False,True,False,2
2014-12-08,1.206967070370638,3,False,0.3088076435224371,False,False,False,True,False,3
2015-02-05,0.5267831073419192,2,True,0.03680482338509148,False,False,False,True,True,3
2014-07-07,0.45467880030707275,2,True,-0.0855964456767139,False,False,False,False,False,3
2014-07-28,0.5267831073419192,3,True,0.5400100406391808,True,False,False,True,False,4
2014-10-16,0.7454995053476203,2,False,-1.0512064571642907,False,False,False,False,False,4
2015-02-13,-0.6605344818318868,2,True,-0.6568023679651397,False,False,False,False,True,2
2014-05-27,0.25759369441182556,2,False,-1.010406034143689,False,False,False,False,False,3
2014-11-18,-0.5307467291691631,2,False,-0.9016049060887507,False,False,False,True,False,2
2014-09-04,-0.4442167537735449,2,False,-1.0512064571642907,False,False,False,False,True,2
2014-06-04,-1.5080004371814495,2,True,-0.3167988427934576,False,False,False,True,True,1
2014-10-17,-1.097967277843289,3,False,-0.1807974327247848,False,False,False,True,True,1
2015-01-22,-1.5281896431512065,1,False,-1.7448136485145218,False,False,False,False,True,2
2014-06-10,-1.804589486784785,1,True,-1.1328073032054944,False,False,False,False,True,1
2015-03-28,0.7906848710894575,3,False,0.5128097586254463,False,False,False,True,False,4
2015-02-20,-0.8672334953317802,2,False,-0.9424053291093526,True,False,False,False,False,2
2014-07-25,0.517169199737273,3,True,0.3360079255361716,False,False,True,True,True,3
2014-10-21,0.14222680315607114,3,False,0.7698524236552381,False,False,True,True,False,2
2014-08-05,0.6181152295860581,3,True,0.8528132837971284,False,False,False,True,True,4
2014-06-05,0.2623958412603464,3,True,-0.33039898380032506,False,False,True,True,False,4
2014-05-06,0.4114162160861648,2,False,0.06400510539882638,True,False,False,False,False,3
2015-03-10,-0.5932371285993634,3,True,-0.8608044830681487,False,False,False,True,True,1
2014-06-27,-1.2628457932629713,2,False,-1.3776098413291056,False,False,False,False,True,2
2014-05-08,0.11819203414445563,3,False,-0.7384032140063431,False,False,False,True,False,3
2015-03-18,0.656570860004643,3,True,2.566431050662406,False,True,False,False,False,1
2014-09-10,-1.0114421094014732,2,True,1.3152180780306162,False,False,True,True,False,1
2015-04-22,2.497634166294391,5,False,2.14482667944952,False,False,False,True,False,4
2014-07-09,-0.6509205742272406,2,False,-0.4800005348758649,False,False,False,False,True,2
2015-02-13,0.5267783003881169,2,True,0.13200581043316278,False,False,False,True,True,4
2014-07-29,-1.3527358293664133,2,False,-1.2008080082398307,False,False,False,False,True,1
2014-07-28,0.20399615951592298,3,True,1.4920199111198906,False,False,False,True,True,2
2014-11-24,1.4398639820931924,5,False,1.981624987367113,False,False,False,True,False,2
2014-11-15,1.079582794609076,3,True,0.5264098996323138,False,False,False,True,True,4
2014-09-26,1.3920347917600775,2,True,-0.3983996888346615,False,False,False,True,True,4
2014-08-25,-0.45864242213431655,1,False,-1.1328073032054944,False,True,False,False,True,3
2015-03-06,0.6229221833883812,2,True,-0.384799547827794,False,False,True,True,True,3
2014-08-13,0.5748526453651502,2,True,0.06400510539882638,False,False,False,True,True,3
2014-10-14,-0.4105728841110855,3,True,0.43120891258424293,False,False,False,True,True,1
2015-04-13,-0.3817311612971469,3,False,-1.364009700322238,False,False,False,True,False,3
2014-07-31,-0.5403606367738093,1,False,-1.540811533411513,False,False,False,False,True,3
2015-04-21,-0.12215565597169945,3,True,0.11840566942629534,False,False,False,True,True,2
2014-08-05,-0.98788803577009,2,False,-0.27599841977285566,False,False,True,True,True,1
2014-11-04,-1.141229862064197,2,False,-0.4119998298415285,False,False,False,True,False,1
2014-07-23,-1.1796854924827818,2,True,-0.7112029319926086,False,False,False,False,True,2
2014-05-16,0.6926230135220662,4,False,0.2952075025155701,False,False,False,True,False,3
2014-07-25,1.1516871016439225,3,True,0.5672103226529157,False,False,True,True,True,4
2014-10-28,-0.7278318350644102,3,False,-0.017595740642377483,False,False,False,True,False,1
2014-06-27,-0.9153030333550112,1,False,-1.4184102643497072,False,False,False,False,True,2
2014-06-02,0.23836587920253316,4,False,1.3016179370237488,False,True,False,True,False,2
2014-10-28,-0.49709805255290135,2,False,-0.33039898380032506,False,False,False,True,False,2
2015-04-27,-0.8434390740102808,2,False,-0.7928037780338125,False,False,False,True,False,2
2015-05-05,1.8727301719923877,4,False,0.8528132837971284,False,True,False,True,False,4
2014-09-25,-0.07432646563858458,4,False,1.1520163859482087,False,False,False,True,False,2
2014-07-17,-1.141229862064197,2,True,-0.4664003938689979,False,True,False,True,True,2
2014-08-15,1.8813826888365692,4,True,1.3832187830649527,False,True,False,True,False,3
2014-11-19,-0.9922142941921808,2,False,-1.2824088542810343,False,False,False,True,True,1
2014-09-30,-0.5067119601575476,3,False,0.21360665647436622,False,False,False,True,False,2
2014-12-17,0.8049134543443339,3,False,0.7712124377559245,False,False,False,True,False,3
2014-12-17,1.9448344790272343,4,False,1.2472173729962799,False,False,False,True,False,3
2015-01-28,-1.4224366595000983,1,False,-1.4320104053565745,False,False,False,False,True,1
2014-10-17,-1.311876722046667,1,False,-1.1328073032054944,False,False,False,False,True,1
2014-07-15,-0.6509205742272406,1,False,-1.119207162198627,False,False,False,False,False,4
2015-03-30,-0.21829473201816146,2,False,-1.3776098413291056,False,False,False,False,False,2
2014-09-26,-1.2277550305060128,2,False,-0.45280025286213044,False,False,False,False,False,1
